0.0526454176,0.2268617826
0.2705305055,0.5044380891
0.5969377162,0.5252568063
0.7413535603,0.0171036740
0.9465915848,0.4691404773
0.6676280972,0.3444880434
0.3601669935,0.8820445399
0.7251831802,0.5556033736
0.0278674713,0.2733928415
0.7199102857,0.9041427386
0.5681797025,0.1778648872
0.1203984168,0.7245093134
0.2493032814,0.6849379177
0.7684621424,0.6029551619
0.9031602211,0.1723917474
0.1301785536,0.7989190470
0.1845929036,0.7129585292
0.9556504872,0.8316152080
0.4755803908,0.9839532704
0.9703748968,0.2436798326
0.1925034486,0.5282410919
0.0870481471,0.4517481882
0.0623505031,0.2586852488
0.5593418254,0.4111331133
0.7624861016,0.1780851394
0.8588697615,0.9469813970
0.5446851698,0.4102679134
0.4348579594,0.9575411589
0.8828239218,0.5137276577
0.0410042426,0.9077692324
0.8228884412,0.7619090790
0.6933023859,0.0981320375
0.6203682729,0.9488656402
0.4497555103,0.3197725985
0.5535227835,0.2793849067
0.5460776425,0.3627225198
0.3997615172,0.5685507009
0.0501649686,0.7051270744
0.7291230446,0.0220750088
0.5415533555,0.8270663313
0.6600943060,0.4409248214
0.2565892338,0.5214452475
0.4087590698,0.9669527085
0.9923880301,0.8480525247
0.3568560291,0.5231635446
0.3952107917,0.0778036519
0.9822257279,0.3527059631
0.2325458650,0.6231909514
0.6765376752,0.7755086859
0.6396491663,0.1427406658
0.1442578281,0.0773629021
0.3500819013,0.3141504745
0.7969929300,0.0916028040
0.3243601568,0.9425770809
0.7045080376,0.3927264785
0.1110166133,0.5945589271
0.1748758126,0.3204391143
0.5149095327,0.4837716536
0.7760995024,0.3656110119
0.1235102207,0.1381017567
0.0709639559,0.9909698097
0.6759917638,0.3906832679
0.1031864508,0.3784762481
0.2293360747,0.8318261954
0.5979810507,0.8670412053
0.3114704350,0.7395809617
0.6034965422,0.1516587213
0.4773576898,0.9405261816
0.3613068043,0.3312902509
0.9697193556,0.9332255221
0.5397881558,0.2875945982
0.8594947712,0.6332348072
0.5622149256,0.3775326335
0.7361891080,0.2818819373
0.2763512007,0.4482603890
0.0993192269,0.1698050680
0.3882821119,0.8625539997
0.2911368321,0.3577926818
0.4117344608,0.8851754312
0.6178457477,0.5131744819
0.2928108588,0.3233068453
0.8454256628,0.3029847146
0.0407333569,0.4803811804
0.2938444324,0.0011361942
0.0924095403,0.2655065773
0.1030423570,0.6925162002
0.6274379667,0.8267001951
0.4291531100,0.2262431772
0.6804601637,0.6086854733
0.2910046006,0.6088700478
0.1785454435,0.0647653141
0.7384964432,0.7466295014
0.9202466197,0.7326899848
0.3835092480,0.6463655857
0.5996646579,0.6103524367
0.5955600638,0.9953352544
0.7796894640,0.0627216349
0.0072831646,0.3691809446
0.8637346536,0.8495995745
0.8412725532,0.8137579937
0.9345987569,0.2925837774
0.1645613571,0.0230713996
0.3100776543,0.5364496872
0.5197607781,0.5396447509
0.9332028484,0.6221136749
0.8054703717,0.7708739402
0.2295036283,0.0099403216
0.1772950140,0.8760416954
0.0231838651,0.7978895403
0.5815671080,0.3941139002
0.0610337522,0.6620427365
0.3553615763,0.1618964267
0.8449551587,0.6003935853
0.3058853647,0.7641318323
0.2286954168,0.3379202457
0.3831614446,0.2356041872
0.5904936306,0.1558563168
0.1356880705,0.4346542843
0.8886480014,0.3788217092
0.8297066955,0.3618874546
0.2387504869,0.3086483520
0.5286843848,0.4434410080
0.2237594982,0.1801751330
0.1220233628,0.5536731511
0.0666265323,0.9884693388
0.9153739039,0.2522217708
0.1615407144,0.1196953776
0.2346485668,0.1191156535
0.7530623198,0.2033486198
0.3208701140,0.1931563325
0.5840271093,0.7643352213
0.3746978057,0.4765102492
0.2602386523,0.2649043639
0.3763529678,0.2653283746
0.1951142394,0.3603855832
0.3269461038,0.6895177966
0.8028888930,0.5962010563
0.7832402882,0.3535260222
0.7096431678,0.4311435509
0.5792421098,0.7248345212
0.1113749622,0.3808923002
0.2295977335,0.2386441801
0.8002310959,0.6482197970
0.6045902995,0.7354258993
0.0380917023,0.3367994804
0.7222106528,0.0795641893
0.1205570199,0.9763951275
0.7710587398,0.5699715413
0.7658702272,0.0680297346
0.6104797373,0.7402316588
